,sst,chl,kd_490,par,Zeu
0,5.0,0.0,0.0,4.0,0.0
1,5.0,0.0,0.0,4.0,0.0
2,0.0,0.0,0.0,5.0,0.0
3,0.0,0.0,0.0,5.0,0.0
4,5.0,2.0,2.0,5.0,2.0
5,5.0,2.0,2.0,5.0,2.0
6,5.0,0.0,0.0,5.0,0.0
7,5.0,0.0,0.0,5.0,0.0
8,5.0,0.0,0.0,5.0,0.0
9,5.0,0.0,0.0,5.0,0.0
10,5.0,0.0,0.0,5.0,0.0
11,5.0,0.0,0.0,5.0,0.0
12,5.0,0.0,0.0,5.0,0.0
13,5.0,0.0,0.0,5.0,0.0
14,5.0,2.0,2.0,4.0,2.0
15,5.0,2.0,2.0,4.0,2.0
16,5.0,1.0,1.0,4.0,1.0
17,5.0,1.0,1.0,4.0,1.0
18,5.0,2.0,2.0,5.0,2.0
19,5.0,2.0,2.0,5.0,2.0
20,5.0,3.0,3.0,5.0,3.0
21,5.0,3.0,3.0,5.0,3.0
22,5.0,2.0,2.0,5.0,2.0
23,5.0,2.0,2.0,5.0,2.0
24,5.0,3.0,3.0,4.0,3.0
25,5.0,3.0,3.0,4.0,3.0
26,5.0,2.0,2.0,5.0,2.0
27,5.0,2.0,2.0,5.0,2.0
28,5.0,1.0,1.0,5.0,1.0
29,5.0,1.0,1.0,5.0,1.0
30,5.0,1.0,1.0,5.0,1.0
31,5.0,1.0,1.0,5.0,1.0
32,5.0,4.0,4.0,5.0,4.0
33,5.0,4.0,4.0,5.0,4.0
34,5.0,0.0,0.0,4.0,0.0
35,5.0,0.0,0.0,4.0,0.0
36,5.0,2.0,2.0,4.0,2.0
37,5.0,2.0,2.0,4.0,2.0
38,5.0,1.0,1.0,3.0,1.0
39,5.0,1.0,1.0,3.0,1.0
40,5.0,2.0,2.0,3.0,2.0
41,5.0,2.0,2.0,3.0,2.0
42,5.0,2.0,2.0,4.0,2.0
43,5.0,2.0,2.0,4.0,2.0
44,5.0,2.0,2.0,4.0,2.0
45,5.0,2.0,2.0,4.0,2.0
46,5.0,3.0,3.0,4.0,3.0
