,sst,chl,kd_490,par,Zeu,ID,lat,lon,depth,temp,NO3,Si4,PO4,alpha,PBmax,Ek,month,longhurst,basin,biome,daylength,E_surf,Ez,PB,date
0,5.8104742140997026,0.9732866287231445,0.10411947965621948,36.38579902648926,44.23133193568245,5,57.28,-50.9,3.0,6.1,,,,0.009219,1.785,193.621867881549,7,2.0,2.0,2.0,17.504419922425633,,,,1998-07-04
1,6.149050757998512,0.782878041267395,0.0917888805270195,35.16729850769043,50.115002749662224,5,56.17,-52.98,3.0,8.2,,,,0.01367425,2.42,176.974971205002,7,2.0,2.0,2.0,17.178200603730108,608.6848603993349,,,1998-07-06
2,,,,42.436939912683826,,5,44.83,-63.27,40.0,1.1,0.64,0.28,0.53,0.011834,1.24,104.782829136387,6,15.0,2.0,1.0,15.40404828735563,,,,1998-06-24
3,,,,42.436939912683826,,5,44.83,-63.27,10.0,11.5,0.36,0.24,0.32,0.01930725,5.0,258.970076007717,6,15.0,2.0,1.0,15.40404828735563,,,,1998-06-24
4,8.229997907366071,0.26528238877654076,0.0486136800609529,52.28149909973145,95.36094472193646,5,49.85,-58.71,50.0,-0.7,5.34,2.26,0.9,0.0462255,1.17,25.3107051302852,6,15.0,2.0,1.0,16.120232814266856,1050.267447285201,,,1998-06-25
5,8.229997907366071,0.26528238877654076,0.0486136800609529,52.28149909973145,95.36094472193646,5,49.85,-58.71,10.0,9.5,0.33,0.24,0.37,0.0492045,7.18,145.921612860612,6,15.0,2.0,1.0,16.120232814266856,1050.267447285201,,,1998-06-25
6,2.8214271182105657,1.99282705783844,0.1516556441783905,42.1134272984096,30.331874721319842,5,55.11,-54.13,30.0,3.3,,,,0.02107775,2.74,129.994899835134,6,2.0,2.0,2.0,17.105944842582762,420.0943520245463,,,1998-06-27
7,2.8214271182105657,1.99282705783844,0.1516556441783905,42.1134272984096,30.331874721319842,5,55.11,-54.13,10.0,4.4,,,,0.01136325,3.3,290.409873935714,6,2.0,2.0,2.0,17.105944842582762,420.0943520245463,,,1998-06-27
8,5.140476771763393,4.641212463378906,0.3350977301597595,35.881141662597656,13.727338582111335,5,55.61,-53.63,20.0,6.2,0.29,0.82,0.18,0.0228615,2.76,120.726986418214,6,2.0,2.0,2.0,17.20939145694041,334.89461805151046,,,1998-06-28
9,5.140476771763393,4.641212463378906,0.3350977301597595,35.881141662597656,13.727338582111335,5,55.61,-53.63,10.0,6.5,0.0,0.63,0.14,0.0218385,5.9,270.165075440163,6,2.0,2.0,2.0,17.20939145694041,334.89461805151046,,,1998-06-28
10,5.6542852492559526,1.283726453781128,0.11863808333873749,32.85047422136579,38.77338431763096,5,56.78,-52.89,30.0,6.1,2.61,0.57,0.26,0.00970225,2.165,223.144116055554,6,2.0,2.0,2.0,17.46389437503178,536.8536392308953,,,1998-06-30
11,5.6542852492559526,1.283726453781128,0.11863808333873749,32.85047422136579,38.77338431763096,5,56.78,-52.89,10.0,6.3,2.61,0.46,0.25,0.00871525,1.99,228.335389116778,6,2.0,2.0,2.0,17.46389437503178,536.8536392308953,,,1998-06-30
12,5.287612188430059,,,28.729331425258092,,5,58.64,-50.42,30.0,4.8,11.31,2.84,0.79,0.014898,2.74,183.917304336153,7,2.0,2.0,2.0,17.92970129706141,300.8043628872058,,,1998-07-02
