,sst,chl,kd_490,par,Zeu
0,0.7260033367469315,0.019281387329101562,0.0035465359687805176,13.226899769113846,1.5066153823944681
1,0.6400632646666345,0.0,0.0,10.682868982954599,0.0
2,,,,14.464710705768534,
3,,,,14.464710705768534,
4,2.025649437736357,0.0788375113310647,0.004576499476715479,17.964798160661058,9.540993913765433
5,2.025649437736357,0.0788375113310647,0.004576499476715479,17.964798160661058,9.540993913765433
6,0.9389906150884592,0.3959023356437683,0.07388935983181,14.144394528635166,7.484788241738017
7,0.9389906150884592,0.3959023356437683,0.07388935983181,14.144394528635166,7.484788241738017
8,0.4947322309453868,1.924535185098648,0.12196783721446991,11.86816848442002,18.366125951730034
9,0.4947322309453868,1.924535185098648,0.12196783721446991,11.86816848442002,18.366125951730034
10,0.7254145950494323,0.270807683467865,0.015239369124174118,10.632174862537422,6.702430867697743
11,0.7254145950494323,0.270807683467865,0.015239369124174118,10.632174862537422,6.702430867697743
12,0.7023863025267042,,,11.178418315543716,
13,0.7023863025267042,,,11.178418315543716,
14,1.3565039188017907,0.5513098549923365,0.03540406601527332,15.986921479929306,22.862811850577238
15,1.3565039188017907,0.5513098549923365,0.03540406601527332,15.986921479929306,22.862811850577238
16,1.2780467376633615,0.07676396397647359,0.00394801560810656,17.884064451618155,4.786865994998868
17,1.2780467376633615,0.07676396397647359,0.00394801560810656,17.884064451618155,4.786865994998868
18,0.5274333761264799,0.27823237817965213,0.013410686746133122,13.77278587290518,4.20990868366577
19,0.5274333761264799,0.27823237817965213,0.013410686746133122,13.77278587290518,4.20990868366577
20,0.5308002946556524,0.5480249661899323,0.038546745294099204,15.95320450784473,10.344280527983518
21,0.5308002946556524,0.5480249661899323,0.038546745294099204,15.95320450784473,10.344280527983518
22,0.4599270503069624,1.5531423152199024,0.07898994759802777,13.630727633341335,9.279256434650971
23,0.4599270503069624,1.5531423152199024,0.07898994759802777,13.630727633341335,9.279256434650971
24,0.7517376181029113,0.0698504163800017,0.005651366253559781,15.037994998697089,6.376393554718355
25,0.7517376181029113,0.0698504163800017,0.005651366253559781,15.037994998697089,6.376393554718355
26,0.5362299197868814,0.09516117628323939,0.008805673745964897,11.493539724421707,5.066308516497039
27,0.5362299197868814,0.09516117628323939,0.008805673745964897,11.493539724421707,5.066308516497039
28,0.6419825182317809,0.2781657157599252,0.016229920848091207,11.963272193826805,5.987893217834404
29,0.6419825182317809,0.2781657157599252,0.016229920848091207,11.963272193826805,5.987893217834404
30,0.5495554224150553,0.4116111166352597,0.033778276750749424,11.33667292804063,14.9369824362937
31,0.5495554224150553,0.4116111166352597,0.033778276750749424,11.33667292804063,14.9369824362937
32,0.5683880590750507,0.2915451889924697,0.022299636549766758,12.55774573197705,11.502836820218567
33,0.5683880590750507,0.2915451889924697,0.022299636549766758,12.55774573197705,11.502836820218567
34,0.4319658978863983,0.46084350928976503,0.04411907712044357,11.944091888580305,12.37176764532782
35,0.4319658978863983,0.46084350928976503,0.04411907712044357,11.944091888580305,12.37176764532782
36,0.4576157311015303,0.20597397240595972,0.017164036213563768,13.192297438481942,10.194517694338515
37,0.4576157311015303,0.20597397240595972,0.017164036213563768,13.192297438481942,10.194517694338515
38,1.6953779741446307,0.593658849666854,0.02851767336773392,12.305530374903942,6.198800814094345
39,1.6953779741446307,0.593658849666854,0.02851767336773392,12.305530374903942,6.198800814094345
40,0.5089615056220528,0.45134447598311456,0.026498290219632185,11.555668286587812,6.716103352397187
